"title","gmd_name","edition","isbn_issn","publisher_name","publish_year","collation","series_title","call_number","language_name","place_name","classification","notes","image","sor","authors","topics","item_code"
"TIGS PET","book","","","","","","","","English","","","","","","<PAUL SHIPTON>","","<KE266>"
"CAN I HAVE A PET","book","","","","","","","","English","","","","","","<CELIA WARREN>","","<KE265>"
"ANIMAL AT THE ZOO","book","","","","","","","","English","","","","","","<BROWYN TAINUI>","","<KE264>"
"BILLY BEETLE","book","","","","","","","","English","","","","","","<CELIA WARREN>","","<KE263>"
"STRINGS THE THING","book","","","","","","","","English","","","","","","<ELSPETH GRAHAM>","","<KE262>"
"THE FOREST GIANTS","book","","","","","","","","English","","","","","","<ROSALIND KERVEN>","","<KE261>"
"THE STUPID OGRE","book","","","","","","","","English","","","","","","<ROSALIND KERVEN>","","<KE260>"
"BUTTERFLIES AND MOTHS","book","","","","","","","","English","","","","","","<JOLLY PHONICS>","","<KE259>"
"SHELLS","book","","","","","","","","English","","","","","","<JOLLY PHONICS>","","<KE258>"
"LIZARDS","book","","","","","","","","English","","","","","","<JOLLY PHONICS>","","<KE257>"
"OIL","book","","","","","","","","English","","","","","","<JOLLY PHONICS>","","<KE256>"
"CHESSE STARS","book","","","","","","","","English","","","","","","<JOLLY PHONICS>","","<KE255>"
"RAIN FOREST","book","","","","","","","","English","","","","","","<JOLLY LEARNING LTD>","","<KE254>"
"SHELLS","book","","","","","","","","English","","","","","","<JOLLY LEARNING LTD>","","<KE253>"
"PRINCESS BEAUTY AND THE BEAST","book","","","","","","","","English","","","","","","<TONY>","","<KE252>"
"FIREDOG MARTHA","book","","","","","","","","English","","","","","","<KIDS MEAL>","","<KE251>"
"THE GREEDY CROCODILE AND ALL ABOUT CROCODILE","book","","","","","","","","English","","","","","","<MARSHELL CARVENDISH>","","<KE250>"
"THE LITTLE RECKLESS SPARROW AND ALL ABOUT BIRDS","book","","","","","","","","English","","","","","","<MARSHELL CARVENDISH>","","<KE249>"
"THE MAGIC KEY","book","","","","","","","","English","","","","","","<RODERICK HUNT>","","<KE248>"
"PIRATE ADVENTURE","book","","","","","","","","English","","","","","","<RODERICK HUNT>","","<KE247>"
"NOBODY WANTED TO PLAY","book","","","","","","","","English","","","","","","<RODERICK HUNT>","","<KE246>"
"THE NEW HOUSE","book","","","","","","","","English","","","","","","<RODERICK HUNT>","","<KE245>"
"STRANGERS IN EVERYDAY LIFE","book","","","","","","","","English","","","","","","<DREAMLAND>","","<KE244>"
"THE ROPE SWING","book","","","","","","","","English","","","","","","<RODERICK HUNT>","","<KE243>"
"PETER COTTON TAIL AND THE GREAT MITTEN HUNT","book","","","","","","","","English","","","","","","<GOLDEN BOOKS>","","<KE242>"
"WONDERFUL WORMS","book","","","","","","","","English","","","","","","<ANNETTE SMITH>","","<KE241>"
"COWS","book","","","","","","","","English","","","","","","<DEAGOTINI>","","<KE240>"
"SIR BEN AND THE MONSTER","book","","","","","","","","English","","","","","","<BARBARA MITCHELHILL>","","<KE239>"
"LIFT THE FLAP NOAH","book","","","","","","","","English","","","","","","<JULIET DAVID>","","<KE238>"
"CINDRELLA","book","","","","","","","","English","","","","","","<CAMPBELL BOOKS>","","<KE237>"
"THE THREE BILLY GOATS GRUFF","book","","","","","","","","English","","","","","","<SAM CHILDS>","","<KE236>"
"ALL YEAR LONG","book","","","","","","","","English","","","","","","<A A MILION>","","<KE235>"
"FLY WITH ME TO NEVER LAND","book","","","","","","","","English","","","","","","<REED CHILDREN BOOK>","","<KE234>"
"LITTLE KID","book","","","","","","","","English","","","","","","<NATIONAL GEOGRAPHY>","","<KE233>"
"THE MOUSE GRATITUDE","book","","","","","","","","English","","","","","","<ASOP FABLES>","","<KE232>"
"HENRY BIG BAND","book","","","","","","","","English","","","","","","<RICHARD TULLOCH>","","<KE231>"
"DOCTOR WHO","book","","","","","","","","English","","","","","","<JACQUELINE RAYNER>","","<KE230>"
"DALMATIANS","book","","","","","","","","English","","","","","","<GROLIER BOOKS>","","<KE229>"
"LILO AND STITECH","book","","","","","","","","English","","","","","","<GROLIER BOOKS>","","<KE228>"
"DISNEY MULAN","book","","","","","","","","English","","","","","","<GROLIER BOOKS>","","<KE227>"
"THE MAGIC HORSE","book","","","","","","","","English","","","","","","<MY KID WORLD>","","<KE226>"
"LADY AND THE TRAMP","book","","","","","","","","English","","","","","","<GROLIER BOOKS>","","<KE225>"
"THE RESCUERS DOWN UNDER","book","","","","","","","","English","","","","","","<GROLIER BOOKS>","","<KE224>"
"DR SEUSSC ABC","book","","","","","","","","English","","","","","","<MR BROWN>","","<KE223>"
"YOUR BABY CAN READ","book","","","","","","","","English","","","","","","<ROBERT TITZER>","","<KE222>"
"LEARN ABOUT TIME","book","","","","","","","","English","","","","","","<KANYE EAST>","","<KE221>"
"BADY LOVE","book","","","","","","","","English","","","","","","<MICHEAL LAWRENCE>","","<KE220>"
"A POCKET FOR CORDUROY","book","","","","","","","","English","","","","","","<DON TREEMAN>","","<KE219>"
"RUMPELSTILSKIN","book","","","","","","","","English","","","","","","<MACAW>","","<KE218>"
"MAGICALLY STORY","book","","","","","","","","English","","","","","","<ILF ALI>","","<KE217>"
"NURSERY RHYMES","book","","","","","","","","English","","","","","","<SHAMIYAN>","","<KE216>"
"FAIRY TALE","book","","","","","","","","English","","","","","","<ARIB ALI>","","<KE215>"
"NURSERY RHYMES","book","","","","","","","","English","","","","","","<ILF ALI>","","<KE214>"
"SCOOBY DO FOOTBALL FRIGHT","book","","","","","","","","English","","","","","","<GAIL HERMAN>","","<KE213>"
"THE FRIENDSHIP GARDEN","book","","","","","","","","English","","","","","","<SHAAZ>","","<KE212>"
"THE BABY DUCK STORIES","book","","","","","","","","English","","","","","","<AMY HEST>","","<KE211>"
"LITTLE WHALE SONGS","book","","","","","","","","English","","","","","","<FRAN EVANS>","","<KE210>"
"A PREFECT LITTLE PIGLET","book","","","","","","","","English","","","","","","<RITA BALDUCCI>","","<KE209>"
"WINNIE THE POOHS BEDTIME STORIES","book","","","","","","","","English","","","","","","<BRUCE TALKINGTON>","","<KE208>"
"BEDTIME STORIES","book","","","","","","","","English","","","","","","<DEBI GLIORIES>","","<KE207>"
"FIVE MINUTE FAIRY TALES","book","","","","","","","","English","","","","","","<VAN GOOL>","","<KE206>"
"AUDIO TREASURY","book","","","","","","","","English","","","","","","<DAVE ALLEN>","","<KE205>"
"SILLY STORIES","book","","","","","","","","English","","","","","","<ANDY CHARMAN>","","<KE204>"
"A COLLECTION OF FAIR TALE","book","","","","","","","","English","","","","","","<ROBERT>","","<KE203>"
"READ TO ME GRANDMA","book","","","","","","","","English","","","","","","<ILF ALI>","","<KE202>"
"THE BIG GAME","book","","","","","","","","English","","","","","","<GILLES TIBO>","","<KE201>"
"TALE OF ANIMALS","book","","","","","","","","English","","","","","","<SHAMIYAN>","","<KE200>"
"THWE GINGERBREAD MAN","book","","","","","","","","English","","","","","","<SUNNY BOOKS>","","<KE199>"
"DUMBO","book","","","","","","","","English","","","","","","<WALT DISNEY>","","<KE198>"
"WHAT IN YOUE LUNCHBOX","book","","","","","","","","English","","","","","","<MAUL PEET>","","<KE197>"
"NELLY PAINTS A MONSTER","book","","","","","","","","English","","","","","","<PIPPA GOODHART>","","<KE196>"
"STRINGS THE THING","book","","","","","","","","English","","","","","","<ELSPETH GRAHAM>","","<KE195>"
"HANSEL AND GRETEL","book","","","","","","","","English","","","","","","<NATIONAL LITREACY>","","<KE194>"
"TIGS PET","book","","","","","","","","English","","","","","","<PAUL SHIPTON>","","<KE192>"
"MONKEY","book","","","","","","","","English","","","","","","<LEXILE>","","<KE191>"
"THE GENIE IN THE BOTTLE","book","","","","","","","","English","","","","","","<KEITH GAINES>","","<KE190>"
"MY NAN","book","","","","","","","","English","","","","","","<JILIAN POWELL>","","<KE189>"
"ARE YOU BLUE","book","","","","","","","","English","","","","","","<SCHOLISTIC>","","<KE188>"
"SLIP AND SLIDE","book","","","","","","","","English","","","","","","<SCHOLISTIC>","","<KE187>"
"SEAL BEACH","book","","","","","","","","English","","","","","","<SCHOLISTIC>","","<KE186>"
"TAPIR TRIP HOME","book","","","","","","","","English","","","","","","<SCHOLISTIC>","","<KE185>"
"WHALE WATCHING","book","","","","","","","","English","","","","","","<SCHOLISTIC>","","<KE184>"
"WHOSE FOOT IS IT","book","","","","","","","","English","","","","","","<SCHOLISTIC>","","<KE183>"
"TRY TO FLY","book","","","","","","","","English","","","","","","<SCHOLISTIC>","","<KE182>"
"SNAIL TRAIL","book","","","","","","","","English","","","","","","<SCHOLISTIC>","","<KE181>"
"SLOTH SLEUTH","book","","","","","","","","English","","","","","","<SCHOLISTIC>","","<KE180>"
"CRAB GRAB","book","","","","","","","","English","","","","","","<ACHOLASTIC>","","<KE179>"
"BIG BOOK LITTLE BOOK","book","","","","","","","","English","","","","","","<MAL PEET>","","<KE178>"
"WHERES CHEEP","book","","","","","","","","English","","","","","","<ELSPETH GRAHAM>","","<KE177>"
"THE GIRAFFE WHO LIKE TO STOOP","book","","","","","","","","English","","","","","","<READER>","","<KE176>"
"UNCLE BRIAN AND THE LION","book","","","","","","","","English","","","","","","<READERS>","","<KE175>"
"COLLECTIONS","book","","","","","","","","English","","","","","","<HARCOURT>","","<KE174>"
"HELLO BIG HEAD","book","","","","","","","","English","","","","","","<KAREEN TAYLERSON>","","<KE173>"
"POPPYS PANCAKE DAY","book","","","","","","","","English","","","","","","<SUE GRAVES>","","<KE172>"
"ITSY BITSY SPIDER","book","","","","","","","","English","","","","","","<ANNIE KUBLER>","","<KE171>"
"TEN TINY TICKLES","book","","","","","","","","English","","","","","","<KAREN KATZE>","","<KE170>"
"IF YOU ARE HAPPY AND YOU KNOW IT","book","","","","","","","","English","","","","","","<NURSREY RHYMES>","","<KE169>"
"HEY DIDDLE DIDDLE","book","","","","","","","","English","","","","","","<NURSREY RHYMES>","","<KE168>"
"SNOW WHITE AND 7 DRAWFS","book","","","","","","","","English","","","","","","<LADY BUG>","","<KE167>"
"THE CHRISTMAS STORY","book","","","","","","","","English","","","","","","<CUDDLY DUCK>","","<KE166>"
"NEW SHOES FOR SCHOOL","book","","","","","","","","English","","","","","","<CLAUDIA DENNY VURNAKES>","","<KE165>"
"NEW SHOES FOR SCHOOL","book","","","","","","","","English","","","","","","<CLAUDIA DENNY VURNAKES>","","<KE164>"
"THE WAY HOME","book","","","","","","","","English","","","","","","<CHILLDS PLAY>","","<KE163>"
"PLEASE THANK YOU","book","","","","","","","","English","","","","","","<STORYTIME>","","<KE162>"
"BEAR CUB","book","","","","","","","","English","","","","","","<PUBLICATION INTERNATIONAL>","","<KE161>"
"PRAIRIE DOG","book","","","","","","","","English","","","","","","<PUBLICATION INTERNATIONAL>","","<KE160>"
"BABY KANGROO","book","","","","","","","","English","","","","","","<PUBLICATION INTERNATIONAL>","","<KE159>"
"BABY DOLPHIN","book","","","","","","","","English","","","","","","<PUBLICATION INTERNATIONAL>","","<KE158>"
"TINY TIGER","book","","","","","","","","English","","","","","","<PUBLICATION INTERNATIONAL>","","<KE157>"
"BABY PENGUIN","book","","","","","","","","English","","","","","","<PUBLICATION INTERNATIONAL>","","<KE156>"
"LITTLE JACKRABBIT","book","","","","","","","","English","","","","","","<PUBLICATION INTERNATIONAL>","","<KE155>"
"SNOWY OWL","book","","","","","","","","English","","","","","","<PUBLICATION INTERNATIONAL>","","<KE154>"
"DUCKLING","book","","","","","","","","English","","","","","","<PUBLICATION INTERNATIONAL>","","<KE153>"
"LITTLE LIZARD","book","","","","","","","","English","","","","","","<PUBLICATION INTERNATIONAL>","","<KE152>"
"PANDA BABY","book","","","","","","","","English","","","","","","<PUBLICATION INTERNATIONAL>","","<KE151>"
"THE LEGS","book","","","","","","","","English","","","","","","<NUDRAT BOOK HOUSE>","","<KE150>"
"PADDINGTON","book","","","","","","","","English","","","","","","<MICHAEL BOND>","","<KE149>"
"CAR","book","","","","","","","","English","","","","","","<MIGHTY MOVERS>","","<KE148>"
"MY MR HAPPY","book","","","","","","","","English","","","","","","<MY MR HAPPY>","","<KE147>"
"CURIOUS GEORGE","book","","","","","","","","English","","","","","","<H  A REY>","","<KE146>"
"GOOSEY GOOSEY GANDER","book","","","","","","","","English","","","","","","<DALMATIAN PRESS>","","<KE145>"
"IF I RAN THE RAINFOREST","book","","","","","","","","English","","","","","","<BONNIE WORTH>","","<KE144>"
"MR BROWN CAN MOO CAN YOU","book","","","","","","","","English","","","","","","<DR SEUSS>","","<KE143>"
"MY CHUCKY FRIEND STORY BOOK","book","","","","","","","","English","","","","","","<UNKOWN>","","<KE142>"
"ITSY BITSY SPIDER","book","","","","","","","","English","","","","","","<SESAME STREET>","","<KE141>"
"HICKORY DICKORY DOCK","book","","","","","","","","English","","","","","","<SESAME STREET>","","<KE140>"
"LITTLE MISS MUFFET","book","","","","","","","","English","","","","","","<SESAME STREET>","","<KE139>"
"FLOPPY AND THE BONE","book","","","","","","","","English","","","","","","<ALEX BRYCHTA>","","<KE138>"
"JACK AND BEANSTALK","book","","","","","","","","English","","","","","","<YOUNG READERS>","","<KE136>"
"HERMIT CRABS NEW SHELL","book","","","","","","","","English","","","","","","<NICOLA MOONQ>","","<KE135>"
"BIG BEAR BAD DAY","book","","","","","","","","English","","","","","","<CELIA WARRAN>","","<KE134>"
"NAMA S HAT","book","","","","","","","","English","","","","","","<CYNTHIA RIDER>","","<KE133>"
"SIR BEN AND THE ROBBERS","book","","","","","","","","English","","","","","","<BARBARA MITCHELHILL>","","<KE132>"
"THE MAGIC PAINTBRUSH","book","","","","","","","","English","","","","","","<CYNTHIA RIDER>","","<KE131>"
"WHO HAS A TAIL","book","","","","","","","","English","","","","","","<FAY ROBINSON>","","<KE130>"
"WHEN WE ARE BIG","book","","","","","","","","English","","","","","","<MARILYN MINKOFF>","","<KE129>"
"EVERYTHING IS SPECIAL","book","","","","","","","","English","","","","","","<REGINA G BURCH>","","<KE128>"
"WOULD IT BE RIGHT","book","","","","","","","","English","","","","","","<CHARACTER EDUCATION>","","<KE127>"
"MAGIC MONEY BOX","book","","","","","","","","English","","","","","","<ROZANNE LANCEZEK WILLAMS>","","<KE126>"
"DOWN ON THE FARM","book","","","","","","","","English","","","","","","<GREG SCELSA>","","<KE125>"
"THINK BEFORE YOU ACT","book","","","","","","","","English","","","","","","<REGINA G BURCH>","","<KE124>"
"DAY AND NIGHT","book","","","","","","","","English","","","","","","<MARILYN MINKOFF>","","<KE123>"
"THEN AND NOW","book","","","","","","","","English","","","","","","<DANIEL MORETON>","","<KE122>"
"SUN","book","","","","","","","","English","","","","","","<DANIEL MORETON>","","<KE121>"
"WATER","book","","","","","","","","English","","","","","","<PAMELA CHANKO>","","<KE120>"
"NUMBERS","book","","","","","","","","English","","","","","","<SUSAN CANIZARES>","","<KE119>"
"WINDS","book","","","","","","","","English","","","","","","<BETSY CHESSEN>","","<KE118>"
"BUILDINGS","book","","","","","","","","English","","","","","","<BETSY CHESSEN>","","<KE117>"
"PATTERNS","book","","","","","","","","English","","","","","","<SAMANTHA BERGER>","","<KE116>"
"HOW MANY CAN PLAY","book","","","","","","","","English","","","","","","<SUSAN CANIZARES>","","<KE115>"
"BRIDGES","book","","","","","","","","English","","","","","","<SUSAN CANIZARES>","","<KE114>"
"WEATHER","book","","","","","","","","English","","","","","","<PAMELA CHANKO>","","<KE113>"
"WHERE DOES IT PARK","book","","","","","","","","English","","","","","","<SUSAN CANIZARES>","","<KE112>"
"SCIENTISTS","book","","","","","","","","English","","","","","","<PAMELA CHANKO>","","<KE111>"
"WHATS IN A PARK","book","","","","","","","","English","","","","","","<BETSY CHESSEN>","","<KE110>"
"BUILDING SHAPES","book","","","","","","","","English","","","","","","<SUSAN CANIZARES>","","<KE109>"
"STROMS","book","","","","","","","","English","","","","","","<SUSAN CANIZARES>","","<KE108>"
"BEAUTY AND BEAST","book","","","","","","","","English","","","","","","<WALT DISNEY>","","<KE107>"
"JACK AND BEANSTALK","book","","","","","","","","English","","","","","","<MAGNA LITTLE FAIRY TALES>","","<KE106>"
"HEY MOM","book","","","","","","","","English","","","","","","<MACAW BOOKS>","","<KE104>"
"FLOWERS FOR MAMI UNICORN","book","","","","","","","","English","","","","","","<NICKELODEON>","","<KE103>"
"YOUR BABY CAN READ","book","","","","","","","","English","","","","","","<ROBERT>","","<KE102>"
